Address,Plugs,latitude,longitude,powertype,power
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Werdstrasse 4', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.373004,8.5307315,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Tiechestrasse 99', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.398963,8.5200163,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Tiechestrasse 99', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.398963,8.5200163,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Tiechestrasse 99', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.398963,8.5200163,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Tiechestrasse 99', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.398963,8.5200163,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Tiechestrasse 99', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.398963,8.5200163,,
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Meierwiesenstrasse 4.25', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39845722,8.494207,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Meierwiesenstrasse 4.25', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}","['CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",47.39845722,8.494207,DC,50.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '8032', 'Street': 'Juliastrasse 5', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.364818,8.5569977,AC_3_PHASE,20.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlfeldstrasse 125', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['CCS Combo 2 Plug (Cable Attached)'],47.37814375,8.51600705,DC,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '8032', 'Street': 'Juliastrasse 5', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.364818,8.5569977,AC_3_PHASE,20.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlfeldstrasse 125', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",[],47.37814375,8.51600705,,
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Giessereistrasse 18', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.39055351,8.51761541,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Rämistrasse 100', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.37902691,8.55006544,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Rämistrasse 100', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.37902691,8.55006544,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bienestrasse 45', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.38213123,8.50498147,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Rämistrasse 100', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.37902691,8.55006544,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Rämistrasse 100', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.37902691,8.55006544,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Sihlcity', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.35656,8.52325,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Feldblumenstrasse 41-43', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.38516258,8.4821285,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Feldblumenstrasse 41-43', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.38516258,8.4821285,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Feldblumenstrasse 41-43', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.38516258,8.4821285,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Andreasstrasse 11', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.41299116,8.54778624,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Andreasstrasse 11', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.41299116,8.54778624,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Andreasstrasse 11', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.41299116,8.54778624,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.40177189302496,8.482470648785199,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.40177189302496,8.482470648785199,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.40177189302496,8.482470648785199,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.40177189302496,8.482470648785199,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Bändlistrasse 108', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.400441561617455,8.483425712632636,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Paul-Clairmont-Strasse 16', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36694423,8.49862657,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Paul-Clairmont-Strasse 16', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36694423,8.49862657,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Birmensdorferstrasse 497', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36629111622202,8.497399847794059,AC_3_PHASE,22.0
"{'HouseNum': '0', 'TimeZone': 'UTC+01:00', 'City': 'Zürich', 'Country': 'CHE', 'PostalCode': '0', 'Street': 'Paul-Clairmont-Strasse 16', 'Floor': None, 'Region': None, 'ParkingSpot': None, 'ParkingFacility': None}",['Type 2 Outlet'],47.36694423,8.49862657,AC_3_PHASE,22.0
